"LN","Price","STAT","Address","AR","City","CNTY","BR","BAF","BAH","YR","ZIP","ELEM","MS","HS","LA - Agt Name","LA - Phone"
"8116684","$369,900","A","1501 Ashbury Park Dr","63","Hoschton","Gwinnett","5","3","0","2017","30548","Duncan Crk","F N Osborn","Mill Creek","John Slappey","Phone: 770-616-9774"
"8123461","$369,900","A","3950 Dannemora Trce","222","Cumming","Forsyth","4","2","1","2005","30040","Vickery Cr","Vickery Cr","W. Forsyth","Kimberly A Yates","Phone: 6783141737ext. 1737"
"8123762","$369,900","A","155 Dawson Creek Dr","114","Ball Ground","Cherokee","5","3","1","2000","30107-4383","Free Home","Creekland","Creekview","Carolyn West","Phone: 770-597-5128"
"8121132","$369,900","A","7615 Old Saddle Ridge Way","223","Cumming","Forsyth","4","3","0","2005","30028","Matt","Liberty","N Forsyth","Aine Burns","Phone: 678-763-3819"
"8125008","$370,000","A","770 Washington","222","Cumming","Forsyth","5","3","0","2004","30040","Whitlow","Otwell","Frsth Cntl","Senthil K Krishnan","Phone: 770-940-6379"
"8125746","$371,041","A","6615 Bransford Dr","222","Cumming","Forsyth","3","2","1","2017","30040","Vickery Cr","Vickery Cr","W. Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8115933","$372,990","A","4610 Mossbrook Cir","222","Alpharetta","Forsyth","5","4","0","2016","30004","Sawnee","Liberty","W. Forsyth","Glenn Fletcher","Phone: 7706305410"
"8121302","$374,900","A","5270 Kendalls Way","224","Cumming","Forsyth","5","4","0","2017","30041","Silver Cty","N Forsyth","N Forsyth","Tamra J Wade","Phone: 6788042595"
"8121265","$375,000","A","3320 Fairway Bend","63","Dacula","Gwinnett","5","4","1","1998","30019","Puckett Ml","F N Osborn","Mill Creek","Tracy L Cousineau","Phone: 770-378-3161ext. 2136"
"8118511","$375,000","A","2861 Dorby Close","51","Brookhaven","DeKalb","3","3","0","1989","30319","Ashford Pk","Chamblee","Chamblee","Cherie M Sundy","Phone: 678-557-7791"
"8125921","$375,000","A","3435 Preservation Cir","64","Lilburn","Gwinnett","5","4","0","2008","30047-2066","Gwin Oaks","Five Forks","Brookwood","Rockey Fields","Phone: 678-793-8825"
"8114449","$375,000","A","5025 Magnolia Creek Dr","223","Cumming","Forsyth","5","4","0","2004","30028","Silver Cty","N Forsyth","N Forsyth","Susie Corbett","Phone: 678-907-4035"
"8122732","$377,645","A","4832 Albany Way","33","Atlanta","Fulton","4","4","0","2017","30331","Stonwl Tel","Sandtown","Westlake","Kelly L Williams","Phone: 770-875-0994"
"8121059","$379,000","A","6100 Cove Park","62","Buford","Gwinnett","5","4","0","2014","30518","White Oak","Lanier","Lanier","Katie Rocco","Phone: 7707105911"
"8125909","$379,310","A","7520 Bromyard Ter","222","Cumming","Forsyth","5","4","0","2017","30040","Vickery Cr","Vickery Cr","W. Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8124844","$379,880","A","5370 Vendelay Ln","223","Cumming","Forsyth","5","4","0","2017","30040","Sawnee","Liberty","W. Forsyth","Peter Danos","Phone: 770-840-0232"
"8123045","$379,900","A","5351 Camden Lake Dr","74","Acworth","Cobb","5","4","0","1999","30101-7119","Pickett Ml","Durham","Allatoona","Chad S Lane","Phone: 6785905665"
"8118537","$379,900","A","3359 River Birch Way","82","Roswell","Cobb","4","2","1","1984","30075-5273","Shlwfrd F","Simpson","Lassiter","Anne Cintron","Phone: 404-483-7623"
"8115053","$379,900","A","175 Elenor Dr","171","Fayetteville","Fayette","5","4","0","2016","30215-2054","Spr Hill","Benetts Ml","Fayette Co","Funmi Abiodun","Phone: 4048220036ext. 0"
"8115338","$380,000","A","3143 NW Arch Ct","74","Kennesaw","Cobb","5","4","0","2016","30152","Hayes","Pine Mnt","Knnsaw Mtn","Jeanette Frazier","Phone: 4042466444"
"8124213","$380,000","A","1506 Rocky River Dr","66","Lawrenceville","Gwinnett","5","4","0","2014","30045-2769","W J Cooper","Mcconnell","Archer","Debra Moon","Phone: 6789100969"
"8120382","$382,000","A","125 Cromwell Rd","131","Sandy Springs","Fulton","3","2","0","1955","30328","Spaldng Dr","Ridgeview","Riverwood","Tootsie Sheffield","Phone: 4043106590"
"8122645","$385,000","A","2390 Langstrath Ln","221","Cumming","Forsyth","4","3","1","2004","30041","Big Creek","Desana","S Forsyth","Melanie Bartholomew","Phone: 404-353-5896"
"8127008","$385,000","A","5997 Southland Dr","42","Stone Mountain","DeKalb","5","4","0","2005","30087","Wynbrooke","Stephenson","Stephenson","Randy Williams","Offc: 770-217-1203"
"8120922","$385,394","A","650 Stonebranch Dr","65","Loganville","Gwinnett","5","4","0","2017","30052","Trip","Bay Creek","Grayson","Carlos A Grey","Phone: 404-427-5158"
"8117256","$385,488","A","4790 Hershel St","222","Cumming","Forsyth","5","4","0","2016","30040","Sawnee","Liberty","W. Forsyth","Ronald A Machler","Phone: 6787582207ext. 0"
"8122766","$388,000","A","6750 Creek View Ln","224","Cumming","Forsyth","5","4","1","2004","30041","Silver Cty","N Forsyth","N Forsyth","Paddy A Dougherty","Phone: 678-480-1862"
"8124661","$389,000","A","524 Spring View Dr","113","Woodstock","Cherokee","5","3","1","2016","30188","Ltl River","Mill Creek","River Rdg","Mark Spain","Phone: 7708869000"
"8126752","$389,000","A","3828 Morning Meadow Ln","62","Buford","Gwinnett","5","4","0","2004","30519-4383","Harmony","G C Jones","Mill Creek","Margaret Mayer","Phone: 678-414-5431"
"8124899","$389,000","A","1322 Bromley Dr","64","Snellville","Gwinnett","5","3","0","1986","30078","Brookwood","A C Crews","Brookwood","Junaid Warsi","Phone: 404-543-8693"
"8125061","$389,900","A","5069 Hickory Hills Dr","113","Woodstock","Cherokee","6","4","0","1998","30188","Hickory Fl","Dean Rusk","Sequoyah","Katherine Frazier","Phone: 770-633-2030"
"8122774","$389,900","A","4850 Alexandria Dr","222","Cumming","Forsyth","4","3","0","2017","30040","Sawnee","Liberty","W. Forsyth","Shirley Gary","Phone: 4042134299"
"8118173","$389,900","A","1695 Millside Ter","63","Dacula","Gwinnett","5","5","1","1998","30019","Puckett Ml","F N Osborn","Mill Creek","Matthew E Hermes","Phone: 678-775-2718"
"8124214","$389,990","A","703 Paint Horse Dr","113","Canton","Cherokee","4","3","1","2017","30115","Avery","Creekland","Creekview","Frank W Potts","Phone: 404-597-9133"
"8118840","$390,000","A","8915 Barron Cir","224","Gainesville","Forsyth","2","2","0","1972","30506","Chestatee","Littl Mill","N Forsyth","Norman Domingo","Phone: 8888389044"
"8126554","$392,900","A","1948 Preston Park Pl","52","Decatur","DeKalb","4","3","1","2017","30032","R E McNair","Mcnair","Mcnair","Marshall Berch","Phone: 404-281-9224"
"8125646","$394,900","A","6447 Autumn Crest","265","Hoschton","Hall","4","3","0","2010","30548","Other","Other","Other","Bonnie A Kerr","Phone: 770-335-3023"
"8117378","$395,000","A","5474 Lower Roswell Rd","83","Marietta","Cobb","3","2","0","1960","30068","Mt Bethel","Dickerson","Walton","Rhonda Duffy","Phone: 6783183613"
"8120898","$397,182","A","180 Oakleigh Manor Dr","171","Fayetteville","Fayette","4","3","0","2017","30215","Spr Hill","Benetts Ml","Fayette Co","Ronald A Machler","Phone: 6787582207ext. 0"
"8115360","$397,500","A","1244 Janmar Rd","64","Snellville","Gwinnett","4","5","1","1971","30078","Other","A C Crews","Brookwood","Jamie Parker","Phone: 404-483-7816"
"8113915","$399,000","A","4036 Drew Campground Rd","222","Cumming","Forsyth","2","1","0","1965","30040","Sawnee","Vickery Cr","W. Forsyth","Pat Thompson III","Phone: 770-354-8720"
"8122459","$399,000","A","703 Greenbelt Park Ct","111","Canton","Cherokee","4","4","1","2004","30114","Knox","Teasley","Cherokee","Mark Stevenson","Phone: 404-593-4898"
"8126229","$399,000","A","1306 SW Heritage Mist Ct","72","Mableton","Cobb","6","3","1","1999","30126-1261","Sanders","Floyd","Pebblebrk","Joseph Pelmore","Phone: 770-944-8356"
"8126121","$399,000","A","2195 Fellowship Rd","41","Tucker","DeKalb","3","3","0","1960","30084-4619","Idlewood","Tucker","Tucker","Debra Moon","Phone: 6789100969"
"8122546","$399,407","A","2970 Hampton Grove Trce","63","Dacula","Gwinnett","5","4","0","2017","30019","Frt Daniel","F N Osborn","Mill Creek","Julie R Giles","Phone: 678-614-0000"
"8120933","$399,900","A","206 Old Avery Ct","113","Canton","Cherokee","4","3","0","2017","30115","Avery","Creekland","Creekview","Sandra Watkins","Phone: 770-324-3680ext. 325"
"8126694","$399,900","A","1781 Hamilton Pl","52","Decatur","DeKalb","3","3","1","1986","30033","Briarlake","Henderson","Lakeside","Carol Moore","Phone: 404-312-6739"
"8125663","$399,900","A","152 Lake Reserve Way","113","Canton","Cherokee","5","4","0","2008","30115","Indian Kn","Dean Rusk","Sequoyah","Frances D Tubbs","Phone: 7708466941ext. 0"
"8114103","$399,900","A","180 Rose Ridge Dr","113","Canton","Cherokee","3","2","1","2000","30115","Indian Kn","Dean Rusk","Sequoyah","Molly M McGrory","Phone: 770-596-6599ext. 306"
"8113523","$399,900","A","131 Waterlace Way","171","Fayetteville","Fayette","5","4","0","2017","30215-2563","Cleveland","Benetts Ml","Fayette Co","Verkina Parrish","Phone: 770-846-8004"
"8125396","$400,000","A","2986 Heart Pine","62","Buford","Gwinnett","5","7","0","2002","30519","Patrick","Twin River","Meadowcrk","Helen P Nguyen","Phone: 6789952526"
"8118087","$400,000","A","355 Falcon Ridge Dr","171","Fayetteville","Fayette","5","3","0","2006","30214","Cleveland","Flat Rock","Sandy Crk","Rhonda Duffy","Phone: 6783183613"
"8118998","$401,120","A","160 Discovery Lake Dr","171","Fayetteville","Fayette","4","3","1","2017","30215-2563","Cleveland","Benetts Ml","Fayette Co","Verkina Parrish","Phone: 770-846-8004"
"8125888","$401,972","A","7550 Old Camp Lndg","222","Cumming","Forsyth","5","4","0","2017","30040","Vickery Cr","Vickery Cr","W. Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8124667","$405,000","A","520 Spring View Dr","113","Woodstock","Cherokee","4","3","1","2017","30188","Ltl River","Mill Creek","River Rdg","Mark Spain","Phone: 7708869000"
"8118986","$409,900","A","6260 Buckingham Cir","222","Cumming","Forsyth","3","3","1","1995","30040","Vickery Cr","Vickery Cr","W. Forsyth","Mark Spain","Phone: 7708869000"
"8114511","$410,640","A","5525 Bradenton Rd","222","Cumming","Forsyth","4","4","0","2017","30040","Midway","Desana","W. Forsyth","Peter Danos","Phone: 770-840-0232"
"8118837","$411,416","A","3306 Blake Hills Ct","66","Dacula","Gwinnett","4","3","1","2016","30019","Harbins","Mcconnell","Archer","Sabrina Reynolds","Phone: 4044929589"
"8115452","$411,824","A","4415 Perlino Pt","222","Cumming","Forsyth","5","4","0","2017","30040","Whitlow","Otwell","Frsth Cntl","Robert B Shepherd","Phone: 404-202-2884"
"8115386","$412,772","A","4470 Palomino Pl","222","Cumming","Forsyth","5","4","0","2017","30040","Whitlow","Otwell","Frsth Cntl","Robert B Shepherd","Phone: 404-202-2884"
"8116785","$414,000","A","1870 Callaway Ridge Dr","74","Kennesaw","Cobb","5","4","0","2007","30152","Frey","McClure","Allatoona","Cathy Meder","Phone: 7704241749ext. 1749"
"8124278","$414,000","A","721 Paint Horse Dr","113","Canton","Cherokee","6","4","0","2017","30115","Avery","Creekland","Creekview","Frank W Potts","Phone: 404-597-9133"
"8124715","$414,900","A","4525 N Peachtree Rd","121","Dunwoody","DeKalb","5","3","0","1964","30338-5808","Chesnut","Peachtree","Dunwoody","Tung Q Le","Phone: 7709129684"
"8118975","$414,900","A","1375 Rainfall Ct","222","Cumming","Forsyth","5","4","1","2016","30040","Kelly Mill","Otwell","Frsth Cntl","Pauline Miller","Phone: 404-604-3318"
"8120971","$415,000","A","2021 Ivy Ridge Rd","72","Smyrna","Cobb","4","3","1","2002","30080-3135","Teasley","Campbell","Campbell","Martha Chanaberry","Phone: 404-229-8390"
"8115488","$415,000","A","880 Lake Overlook","14","Roswell","Fulton","6","3","0","1985","30076","Other","Holcomb Br","Centennial","Aaron Cotteral","Phone: 404-664-6247"
"8127497","$415,900","A","6340 Tamarack","223","Cumming","Forsyth","3","3","1","2004","30040","Coal Mtn","N Forsyth","N Forsyth","Stout Real Estate Group",
"8117652","$416,205","A","170 Discovery Lake Dr","171","Fayetteville","Fayette","4","3","0","2017","30215-2563","Cleveland","Benetts Ml","Fayette Co","Verkina Parrish","Phone: 770-846-8004"
"8122371","$416,815","A","5850 Bradenton Rd","222","Cumming","Forsyth","3","3","0","2017","30040","Midway","Desana","W. Forsyth","Peter Danos","Phone: 770-840-0232"
"8126260","$417,000","A","110 E Huntington Ct","13","Roswell","Fulton","4","1","1","1998","30075-6458","Sweet Appl","Elkins Pnt","Roswell","Daniel Pretorius","Phone: 770-676-1777"
"8153412","$417,610","A","3017 Smyrna Grove","73","Smyrna","Cobb","3","2","1","2017","30082","Belmnt Hil","Campbell","Campbell","Christine M Hammond","Phone: 7709125277"
"8121227","$417,610","A","3017 Smyrna Grove Dr","73","Smyrna","Cobb","4","3","1","2017","30082","Belmnt Hil","Campbell","Campbell","Christine M Hammond","Phone: 7709125277"
"8116050","$419,000","A","3251 Cross Rd","62","Buford","Gwinnett","3","2","0","1982","30519","Patrick","Twin River","Mtn View","Darryl Pierce","Phone: 404-843-2500"
"8126440","$419,000","A","12880 Morningpark Cir","13","Milton","Fulton","5","3","1","2001","30004","CrabappCr","Northwstrn","Milton","Alexander Eidelman","Phone: 404-538-0690"
"8126690","$419,000","A","4615 Labrador Ct","221","Cumming","Forsyth","4","3","1","2006","30041","Daves Crk","S Forsyth","S Forsyth","Suada Nisic","Phone: 678-735-8397"
"8116176","$419,900","A","1674 NW Archer Estates Dr","74","kennesaw","Cobb","5","4","1","2016","30152","Hayes","Pine Mnt","Knnsaw Mtn","Jeanette Frazier","Phone: 4042466444"
"8118779","$419,900","A","825 Greenwood Acres Dr","222","Cumming","Forsyth","5","3","1","1995","30040-5187","Cumming","Otwell","Frsth Cntl","Donald Helvey","Phone: 770-833-7410"
"8124203","$419,900","A","1382 Carter Rd","52","Decatur","DeKalb","3","3","0","2001","30030","Other","M M Bethun","Towers","Grace Fair","Phone: 678-522-3665"
"8124355","$420,000","A","780 Old Hog Mountain Rd","301","Hoschton","Barrow","5","4","1","1978","30548","Bramlett","Russell","Wnder Brrw","Sabra Payne","Phone: 770-633-4418"
"8124851","$420,526","A","3816 Mabry Ridge Dr","265","Buford","Hall","5","4","0","2017","30518","Buford","Buford","Buford","Peter Danos","Phone: 770-840-0232"
"8120955","$421,528","A","115 Hopeton Ter","171","Fayetteville","Fayette","4","4","0","2017","30215","Spr Hill","Benetts Ml","Fayette Co","Ronald A Machler","Phone: 6787582207ext. 0"
"8115435","$422,120","A","4405 Perlino Pt","222","Cumming","Forsyth","5","4","0","2017","30040","Whitlow","Otwell","Frsth Cntl","Robert B Shepherd","Phone: 404-202-2884"
"8126809","$422,990","A","3757 Whithorn Way","71","Kennesaw","Cobb","5","4","1","2016","30152","Bullard","McClure","Harrison","Mark Spain","Phone: 7708869000"
"8115923","$423,990","A","4585 Mossbrook Cir","222","Alpharetta","Forsyth","5","4","0","2016","30004","Sawnee","Liberty","W. Forsyth","Glenn Fletcher","Phone: 7706305410"
"8115263","$424,225","A","4630 Davis Farms Dr","222","Cumming","Forsyth","4","3","0","2017","30040","Whitlow","Otwell","Frsth Cntl","Atlanta Sold Sisters","Phone: 404-334-3045"
"8119749","$424,800","A","139 Newcastle Walk","113","Woodstock","Cherokee","3","2","1","2013","30188","Arnld Mill","Mill Creek","River Rdg","Shelley Cheever","Phone: 4048497177"
"8125046","$424,900","A","2531 Fairoaks Rd","52","Decatur","DeKalb","4","2","1","1970","30033","Oak Grove","Henderson","Lakeside","Michael Price","Phone: 678-559-7826"
"8125765","$424,900","A","127 Waterlace Way","171","Fayetteville","Fayette","5","4","0","2017","30215-2563","Cleveland","Benetts Ml","Fayette Co","Verkina Parrish","Phone: 770-846-8004"
"8113995","$424,900","A","2695 Muskogee Ln","62","Braselton","Gwinnett","5","4","0","2003","30517-6004","Duncan Crk","F N Osborn","Mill Creek","Eileen Howard","Phone: 770-310-0508"
"8113798","$425,000","A","1084 Towne Lake Hills","112","Woodstock","Cherokee","5","3","1","1995","30189-7011","Bascomb","Booth","Etowah","Betsy D Feder","Phone: 404-735-3155"
"8127230","$425,000","A","2466 Nancy Ln","52","Atlanta","DeKalb","4","2","1","2000","30345","Hawthorne","Henderson","Lakeside","Dany Drouin","Phone: 470-275-6157"
"8117327","$425,000","A","2940 Caldwell Rd","51","Brookhaven","DeKalb","3","1","0","1951","30319-2914","Ashford Pk","Chamblee","Chamblee","Karen Smyth","Phone: 404-419-3672"
"8122181","$425,000","A","6620 Great Grove Way","222","Cumming","Forsyth","5","5","0","1998","30040-6501","Vickery Cr","Vickery Cr","W. Forsyth","Sherry A Ajluni","Phone: 678-283-1710"
"8124545","$425,000","A","3709 Allenhurst Dr","61","Peachtree Corners","Gwinnett","4","4","0","1980","30092","Simpson","Pnckneyvil","Norcross","Martha F Smith","Phone: 770-335-4494"
"8123435","$425,000","A","1806 Brookside Elm Dr","62","Duluth","Gwinnett","5","4","0","2016","30097","Parsons","Rchard Hll","Pchtr. Rdg","Mark Spain","Phone: 7708869000"
"8117262","$425,320","A","4810 Hershel St","222","Cumming","Forsyth","4","3","0","2016","30040","Sawnee","Liberty","W. Forsyth","Ronald A Machler","Phone: 6787582207ext. 0"
"8114663","$426,926","A","810 Omaha Pl","74","Kennesaw","Cobb","4","3","1","2017","30152","Ford","Lost Mtn","Harrison","Michael Kalis","Phone: 7348624750"
"8115414","$429,000","A","339 Morgan Pl","24","Atlanta","DeKalb","4","4","0","2016","30317-3447","Toomer","King","MH Jksn Jr","John Eder","Phone: 678-984-9523"
"8120015","$429,000","A","4415 N River Dr","221","Cumming","Forsyth","4","3","1","2002","30041","Haw Creek","Lakeside","S Forsyth","Rhonda Duffy","Phone: 6783183613"
"8120663","$429,000","A","4955 Woolton Hill Ln","221","Suwanee","Forsyth","6","6","0","1998","30024","Sharon","Riverwatch","Lambert","Rais Usman","Phone: 770-410-7662"
"8122039","$429,900","A","3974 N Cooper Lake","72","Smyrna","Cobb","4","3","0","1963","30082","King Spr","Griffin","Campbell","Lawrence J Mouton","Phone: 678-431-2233"
"8124675","$429,900","A","217 Libby Ln","113","Canton","Cherokee","5","3","0","2007","30115","Avery","Creekland","Creekview","Gretchen Keyser","Phone: 404-790-5831"
"8114933","$429,900","A","262 Haney Rd","113","Woodstock","Cherokee","5","4","0","2017","30188","Woodstock","Woodstock","Woodstock","Shirley Gary","Phone: 4042134299"
"8114129","$429,900","A","6524 Misty Harbor Ct","265","Flowery Branch","Hall","6","3","1","2006","30542","Flowery Br","Wt Hall","West Hall","4 Aces Real Estate","Phone: 6789712237ext. 0"
"8113519","$429,900","A","212 Woodridge Ter","111","Canton","Cherokee","3","2","0","2016","30114","Canton","Teasley","Cherokee","Michael A Kinsey","Phone: 678-880-3071"
"8125033","$430,000","A","204 Devonwood Dr","131","Sandy Springs","Fulton","4","3","1","1966","30328","Spaldng Dr","Sndy Sprg","N Springs","Victoria Hurd","Phone: 4045363488"
"8119727","$433,565","A","2020 Matthews Vw","221","Cumming","Forsyth","5","4","0","2017","30041","Daves Crk","Lakeside","S Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8115409","$433,856","A","4255 Isabelline Blf","222","Cumming","Forsyth","5","4","0","2017","30040","Whitlow","Otwell","Frsth Cntl","Robert B Shepherd","Phone: 404-202-2884"
"8123253","$434,900","A","100 Shank Hill Ridge","171","Tyrone","Fayette","5","3","0","2005","30290-2167","R J Burch","Flat Rock","Sandy Crk","Denise M Clements","Phone: 4044273108"
"8122453","$435,000","A","1945 Woods River Ln","62","Duluth","Gwinnett","3","5","0","1999","30097","Burnette","Rchard Hll","Pchtr. Rdg","Kelly Meinhardt","Phone: 404-953-2587"
"8113482","$435,900","A","2236 Derbyshire Dr","73","Marietta","Cobb","4","3","1","2016","30064","Dowell","Lovinggood","Hillgrove","Kristy Perry","Phone: 4042917018"
"8122138","$437,900","A","251 Cedarhurst Dr","113","Canton","Cherokee","4","3","1","2004","30115","Macedonia","Creekland","Creekview","Hughley Hollingsworth Rea","Phone: 404-242-5541"
"8116706","$438,754","A","6763 Trailside Dr","265","Flowery Branch","Hall","5","4","0","2017","30542","Sp Springs","C W Davis","Flwry Brnc","Tamra J Wade","Phone: 6788042595"
"8118540","$438,900","A","2153 Haventree Ct","62","Lawrenceville","Gwinnett","5","4","0","2016","30043","Jackson","NorthBrook","Pchtr. Rdg","Mark Spain","Phone: 7708869000"
"8118784","$439,000","A","10832 Glenleigh Dr","14","Duluth","Fulton","4","3","1","1999","30097","Wilson Crk","River Trl","Northview","Maria Gogolin","Phone: 770-656-1665"
"8115443","$439,000","A","2718 Pathview Dr","63","Dacula","Gwinnett","6","5","0","2001","30019","Dacula","Dacula","Dacula","Rhonda Duffy","Phone: 6783183613"
"8113520","$439,900","A","213 Woodridge Ter","111","Canton","Cherokee","2","2","0","2016","30114","Canton","Teasley","Cherokee","Anthony Weber","Phone: 770-919-8709"
"8118303","$439,900","A","5520 Tanners Ridge Rd","261","Gainesville","Hall","4","4","0","2016","30507","Other","Other","Other","Cook RES Team","Phone: 7705406268"
"8122903","$439,900","A","237 Independence Ln","171","Peachtree City","Fayette","4","3","1","2003","30269","PTree City","Booth","Mcintosh","Ming Lu","Phone: 4087824663"
"8124881","$439,900","A","3955 Mt Vernon Rd","262","Gainesville","Hall","4","3","1","2009","30506-3086","Mt Vernon","NHall","North Hall","Beverly Knight","Phone: 770-536-4416"
"8128175","$440,000","A","1835 Silver Ridge Ct","41","Stone Mountain","DeKalb","7","4","1","1983","30087","Smoke Rise","Tucker","Tucker","Felecia Brown","Phone: 770-623-1900"
"8116838","$442,733","A","160 Oakleigh Manor Dr","171","Fayetteville","Fayette","4","3","0","2017","30215","Spr Hill","Benetts Ml","Fayette Co","Ronald A Machler","Phone: 6787582207ext. 0"
"8115423","$442,956","A","4265 Isabelline Blf","222","Cumming","Forsyth","5","4","0","2017","30040","Whitlow","Otwell","Frsth Cntl","Robert B Shepherd","Phone: 404-202-2884"
"8116698","$444,900","A","306 Forkwood Trl","112","Woodstock","Cherokee","6","4","1","1994","30189","Bascomb","Booth","Etowah","Laura K Wilson","Phone: 770-310-3446"
"8124621","$445,000","A","7560 Thoreau Cir","33","Atlanta","Fulton","5","4","1","2016","30349","Cliftondle","Sandtown","Lgstn Hghs","Taofikat Ashiru","Phone: 678-654-5914"
"8114332","$445,000","A","1770 NW Rosehedge Way","74","kennesaw","Cobb","5","3","1","2004","30152","Frey","Durham","Harrison","Tina L Fountain","Phone: 4048421555"
"8117274","$447,244","A","207 Wilde Oak Ct","113","Canton","Cherokee","4","3","1","2016","30115","Macedonia","Creekland","Creekview","Scott Payne","Phone: 4043260370"
"8120671","$448,307","A","251 Still Pine Bnd","73","Smyrna","Cobb","4","3","1","2017","30082","Belmnt Hil","Campbell","Campbell","Christine M Hammond","Phone: 7709125277"
"8120750","$448,600","A","2497 Kenneth St","81","Marietta","Cobb","5","4","1","2017","30066","Blackwell","Daniell","Sprayberry","Jason Fox","Phone: 4042397500"
"8121703","$449,000","A","817 Commons Park","302","Statham","Barrow","4","4","0","2005","30666","Bethlehem","H Morris","Apalachee","Tom M Valdes","Phone: 770-725-4700"
"8119818","$449,000","A","5135 Harbury Ln","62","Suwanee","Gwinnett","5","4","1","2002","30024-7540","Riverside","N Gwinnett","N Gwinnett","Mark Spain","Phone: 7708869000"
"8120013","$449,000","A","8315 Hewlett Rd","121","Sandy Springs","Fulton","3","2","0","1964","30350-3506","Dunwdy Sp","Sndy Sprg","N Springs","John Scott","Phone: 4045476141"
"8126202","$449,000","A","307 Etheridge Rd","301","Auburn","Barrow","7","4","0","2015","30011-2991","Auburn","Westside","Apalachee","Catherine Borah","Phone: 6788737018"
"8125428","$449,500","A","5038 Kanawha Bluff","41","Smoke Rise","DeKalb","4","3","1","1989","30087","Smoke Rise","Tucker","Tucker","Pat Soltys","Phone: 6787177903ext. 0"
"8125682","$449,900","A","449 Princeton Way","52","Atlanta","DeKalb","3","2","0","1940","30307","Fernbank","Druid Hill","Druid Hlls","Mike Ross","Phone: 4046688086"
"8116349","$449,990","A","701 Paint Horse Dr","113","Canton","Cherokee","5","4","0","2017","30115","Avery","Creekland","Creekview","Frank W Potts","Phone: 404-597-9133"
"8116255","$450,000","A","2065 Walker","31","College Park","Fulton","5","4","1","1941","30337","College Pk","Woodland","Banneker","Susan Vellegas","Phone: 678-431-2171"
"8116285","$450,000","A","495 Old Mill Rd","114","Ball Ground","Cherokee","5","3","1","2004","30107","Macedonia","Creekland","Creekview","Gary L LaClair","Phone: 4049698685ext. 8887"
"8121949","$450,000","A","1260 Idlewood Rd","42","Tucker","DeKalb","2","2","0","1946","30084","Idlewood","Tucker","Tucker","Jerrilyn Levetan","Phone: 404-917-0706"
"8121955","$450,000","A","4720 E Ponce De Leon Ave","42","Stone Mountain","DeKalb","3","1","0","1958","30083","Idlewood","Tucker","Tucker","Jerrilyn Levetan","Phone: 404-917-0706"
"8121679","$450,000","A","1515 Heath Ln","82","Marietta","Cobb","4","2","1","1979","30062","East Side","Dodgen","Walton","Lynne Davis","Phone: 678-910-1811"
"8123313","$450,000","A","644 Chestatee Creek","74","Acworth","Cobb","5","5","0","2007","30101","Vaughan","Lost Mtn","Harrison","John P Zercher","Phone: 404-226-6091"
"8115272","$451,770","A","4830 Magnolia Springs Dr","222","Cumming","Forsyth","4","3","0","2017","30040","Whitlow","Otwell","Frsth Cntl","Atlanta Sold Sisters","Phone: 404-334-3045"
"8123547","$454,000","A","3860 Homestead Ridge","221","Cumming","Forsyth","5","4","0","1997","30041","Sharon","S Forsyth","Lambert","Wendi Ligas","Phone: 404-291-4167"
"8127177","$454,900","A","6306 Farmview Dr","74","Acworth","Cobb","5","4","0","2013","30101","Ford","Durham","Harrison","Sherry Noles","Phone: 770-605-6344"
"8129141","$456,045","A","4054 Cranbery Ln","261","Gainesville","Hall","3","2","1","2014","30504","Mcever","Wt Hall","West Hall","Charles MacPhee Jr.","Phone: 404-234-7286"
"8119132","$459,000","A","454 Julia Dr","74","Powder Springs","Cobb","5","3","1","2006","30127-4393","Vaughan","Lost Mtn","Harrison","David Wood","Phone: 269-420-9498"
"8124023","$459,694","A","6270 Arlington Cir","221","Cumming","Forsyth","4","3","0","2017","30041","Chestatee","N Forsyth","N Forsyth","Ronald A Machler","Phone: 6787582207ext. 0"
"8122073","$459,900","A","1400 Downington Vw","74","Acworth","Cobb","5","4","1","1993","30101","Ford","Durham","Harrison","Kathy G Payne","Phone: 678-591-7855"
"8116422","$459,900","A","2930 Walker Dr","82","Marietta","Cobb","4","3","0","1966","30062","Mtn View","Simpson","Sprayberry","Keith M Harper","Phone: 404-372-6835"
"8127406","$460,000","A","2001 Ivy Ridge Rd","72","Smyrna","Cobb","4","3","0","2002","30080","Teasley","Campbell","Campbell","Deborah Ratchford","Phone: 678-570-4779"
"8124740","$460,000","A","4845 N River","221","Cumming","Forsyth","5","3","1","2000","30041","Haw Creek","Lakeside","S Forsyth","Debbie and Tara","Phone: 470-253-4064"
"8119736","$460,572","A","1935 Beckham St","221","Cumming","Forsyth","5","4","0","2017","30041","Daves Crk","Lakeside","S Forsyth","Robert B Shepherd","Phone: 404-202-2884"
"8118656","$462,400","A","102 O Connell St","171","Tyrone","Fayette","4","3","1","2017","30290","Crabapple","Flat Rock","Sandy Crk","Stephen P Walker","Phone: 678-758-7389"
